item_id,features,caracteristiques_voiture,Nom,Prix_CA,Prix_US,Compagne_Model,Livraison,Class
3b951658-2eab-4719-a875-7d0fc05e1221,"[ 6.67914404e-03  4.32125899e+02  9.59353782e-01  5.31574339e+03
  4.20248815e-01  3.32089355e+02  2.08308477e+04  8.21033130e+00
  1.16067215e+01  5.53648253e-04  4.23341034e+00 -4.13292507e-01
  9.98511828e-01  7.47281774e-06  2.90231055e+04  1.23934664e+05
  1.18305596e+04  1.43332320e-04  3.51290474e+01  1.74825478e+01
  2.60166675e+06  2.00080538e+00  6.47960859e+04  2.49018073e+00
  1.61924000e+05  4.99996901e+00  6.37496033e+02  6.08749388e-03
  4.38873249e+02  9.59532474e-01  5.42265468e+03  4.11855064e-01
  3.29248860e+02  2.12517455e+04  8.22504438e+00  1.17163399e+01
  5.36141190e-04  4.26509332e+00 -4.07292247e-01  9.98422998e-01
  7.53686982e-06  2.90639316e+04  1.18328844e+05  1.18363838e+04
  1.45129306e-04  3.52792778e+01  1.74771347e+01  2.58133850e+06
  2.00080347e+00  6.53062227e+04  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  6.37018914e-03  4.42018272e+02
  9.59557899e-01  5.46489419e+03  4.14783998e-01  3.28846631e+02
  2.14175585e+04  8.23198089e+00  1.17156404e+01  5.37387423e-04
  4.26117768e+00 -4.08090299e-01  9.98450027e-01  7.54618941e-06
  2.90698535e+04  1.17537250e+05  1.18372275e+04  1.44791164e-04
  3.53010826e+01  1.74749870e+01  2.60165650e+06  2.00079751e+00
  6.47958281e+04  2.49018073e+00  1.61924000e+05  4.99996901e+00
  6.37496033e+02  6.61248746e-03  4.17039440e+02  9.59705101e-01
  5.17475896e+03  4.18016415e-01  3.39471020e+02  2.02819964e+04
  8.16984476e+00  1.15663935e+01  5.47097219e-04  4.22456780e+00
 -4.09734906e-01  9.98383825e-01  7.31108184e-06  2.89190000e+04
  1.41066359e+05  1.18156543e+04  1.40628181e-04  3.47468147e+01
  1.74913025e+01  2.64305550e+06  2.00081372e+00  6.37819375e+04
  2.49010301e+00  1.59389000e+05  4.99996853e+00  6.32496033e+02]","{'modele': 'experience', 'marque': 'buy', 'annee': '2020', 'caracteristiques_techniques': 'Present that many increase style western.'}",Rolls Royce Phantom VI crimson 1:18 Vintage car Diecast model car,"416,39 ","(306,00 $ US)",Lovecarstore,Livraison gratuite,1
6ac6c1b7-9bf6-450e-8517-6cf53091e79b,"[ 1.10851401e-02  4.71599597e+02  9.73171553e-01  8.78781173e+03
  6.10202329e-01  2.88628380e+02  3.46796473e+04  7.71782408e+00
  9.89207900e+00  1.19096977e-03  3.16165107e+00 -5.74480275e-01
  9.99788598e-01  1.53208948e-05  1.66201016e+04  2.94970508e+04
  6.90702783e+03  2.04343087e-04  2.81511021e+01  1.64164619e+01
  9.18841188e+05  2.26952648e+00  7.40773438e+04  2.49021912e+00
  1.63199000e+05  4.99996948e+00  6.39996094e+02  7.12699218e-03
  4.70669430e+02  9.73307038e-01  8.81502221e+03  6.04118346e-01
  2.85928190e+02  3.47894194e+04  7.78326839e+00  9.98252853e+00
  1.17185280e-03  3.18192413e+00 -5.73861673e-01  9.99800695e-01
  1.54647405e-05  1.64850098e+04  2.82649707e+04  6.85356543e+03
  2.14972737e-04  2.80482578e+01  1.64036636e+01  1.39251012e+06
  3.46826243e+00  1.13204086e+05  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  7.52347494e-03  4.71384915e+02
  9.72832927e-01  8.67436278e+03  6.02009940e-01  2.83547906e+02
  3.42260662e+04  7.81412907e+00  1.00464736e+01  1.14762443e-03
  3.19463829e+00 -5.70153563e-01  9.99794975e-01  1.55950183e-05
  1.65803105e+04  2.83278047e+04  6.88255420e+03  2.15908134e-04
  2.82710075e+01  1.64064713e+01  1.17819838e+06  2.92360187e+00
  9.54263672e+04  2.49021912e+00  1.63199000e+05  4.99996948e+00
  6.39996094e+02  9.16677131e-03  4.73284222e+02  9.73681428e-01
  8.98999046e+03  5.99607299e-01  2.99492211e+02  3.54866776e+04
  7.81252084e+00  1.00093098e+01  1.14782104e-03  3.20453778e+00
 -5.69650945e-01  9.99787443e-01  1.47661185e-05  1.65178691e+04
  3.12642559e+04  6.89198145e+03  1.89450890e-04  2.76376839e+01
  1.64386883e+01  9.20855125e+05  2.27442145e+00  7.42371172e+04
  2.49021912e+00  1.63199000e+05  4.99996948e+00  6.39996094e+02]","{'modele': 'baby', 'marque': 'challenge', 'annee': '2022', 'caracteristiques_techniques': 'Success point conference wall professional career approach.'}",1/18 Rolls-Royce Sweptail Resin Car Model (Black) Resin Car Model Limited 99 Pieces,"544,23 ","(399,95 $ US)",LiveCarModel.com,"Livraison à 190,49 $",1
c9a5cb51-9e8a-4c52-844d-f1959bb09341,"[ 5.08653086e-03  2.78561540e+02  9.54165359e-01  3.03832553e+03
  5.35259560e-01  3.52328821e+02  1.18747406e+04  7.86023924e+00
  1.04141746e+01  8.82392582e-04  3.34320030e+00 -5.02505066e-01
  9.99484767e-01  7.05166394e-06  2.86846934e+04  3.95370219e+05
  1.17684873e+04  1.36108210e-04  3.40592728e+01  1.75507298e+01
  3.01296250e+06  2.33984900e+00  7.63726719e+04  2.49021912e+00
  1.63199000e+05  4.99996948e+00  6.39996094e+02  4.41731882e-03
  2.77075190e+02  9.54777866e-01  3.06305344e+03  5.31178932e-01
  3.46285279e+02  1.19751386e+04  7.92744167e+00  1.05140639e+01
  8.72233376e-04  3.35938083e+00 -5.09400620e-01  9.99575474e-01
  7.17458397e-06  2.87020547e+04  3.64755844e+05  1.17578115e+04
  1.38046773e-04  3.42895889e+01  1.75468292e+01  3.42415800e+06
  2.66424108e+00  8.69608281e+04  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  4.78158925e-03  2.78765084e+02
  9.54802583e-01  3.08341409e+03  5.32956830e-01  3.52135892e+02
  1.20548913e+04  7.88498387e+00  1.05125284e+01  8.73237373e-04
  3.35401037e+00 -5.00505852e-01  9.99498609e-01  7.05550292e-06
  2.86621543e+04  3.95370219e+05  1.17600068e+04  1.34819347e-04
  3.40429268e+01  1.75494862e+01  3.18131150e+06  2.47244692e+00
  8.07006719e+04  2.49021912e+00  1.63199000e+05  4.99996948e+00
  6.39996094e+02  5.28435626e-03  2.80718826e+02  9.53471599e-01
  3.01619314e+03  5.33637084e-01  3.55102284e+02  1.17840537e+04
  7.82755616e+00  1.04284967e+01  8.76933623e-04  3.34715286e+00
 -4.97875847e-01  9.99444190e-01  6.99668408e-06  2.85995996e+04
  4.25452500e+05  1.17460244e+04  1.34390502e-04  3.38767090e+01
  1.75522480e+01  3.34650175e+06  2.60267305e+00  8.49512500e+04
  2.49021912e+00  1.63199000e+05  4.99996948e+00  6.39996094e+02]","{'modele': 'international', 'marque': 'key', 'annee': '1998', 'caracteristiques_techniques': 'Month develop suggest can.'}",1: 64 Rolls Royce phantom VII 7th generation alloy car model toy gift,"35,87 ",n\a,AliExpress.com,"Livraison à 11,90 $",1
7ecd5c9f-682d-4817-b22c-b01c7ce1dcd8,"[ 3.53993451e-01  3.48416119e+02  9.64245555e-01  4.87132070e+03
  7.39560762e-01  4.28626469e+02  1.91368667e+04  4.17531037e+00
  5.67021982e+00  1.94103298e-03  2.45794627e+00 -4.76269989e-01
  9.84574367e-01  5.79459311e-06  2.78416562e+04  3.09252531e+05
  1.16527139e+04  6.10566276e-05  3.09157295e+01  1.75488663e+01
  2.74326525e+06  2.12756801e+00  6.94438203e+04  2.49021912e+00
  1.63199000e+05  4.99996948e+00  6.39996094e+02  3.60295063e-01
  3.45172931e+02  9.63771712e-01  4.76285417e+03  7.36863090e-01
  4.29773500e+02  1.87062438e+04  4.14707463e+00  5.65917049e+00
  1.93334027e-03  2.46999679e+00 -4.67572064e-01  9.83057038e-01
  5.77918900e-06  2.78377207e+04  3.14417000e+05  1.16537354e+04
  6.02800865e-05  3.08819885e+01  1.75521202e+01  2.67808050e+06
  2.07651687e+00  6.77775156e+04  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  3.61439008e-01  3.49169893e+02
  9.64729017e-01  4.94877402e+03  7.38700200e-01  4.28065724e+02
  1.94459262e+04  4.15072580e+00  5.65806787e+00  1.93562577e-03
  2.46359436e+00 -4.71677592e-01  9.83745977e-01  5.80215419e-06
  2.78283477e+04  3.04228062e+05  1.16467012e+04  6.07630900e-05
  3.09176426e+01  1.75466404e+01  2.90445400e+06  2.25390935e+00
  7.35676016e+04  2.49021912e+00  1.63199000e+05  4.99996948e+00
  6.39996094e+02  3.55846350e-01  3.48658637e+02  9.63480739e-01
  4.77262429e+03  7.37313816e-01  4.29252196e+02  1.87418385e+04
  4.19548961e+00  5.71693597e+00  1.93201406e-03  2.46928277e+00
 -4.75964283e-01  9.84953910e-01  5.78617755e-06  2.78307520e+04
  3.14417000e+05  1.16501035e+04  6.05425557e-05  3.08889046e+01
  1.75515366e+01  2.78229600e+06  2.15814376e+00  7.04418125e+04
  2.49021912e+00  1.63199000e+05  4.99996948e+00  6.39996094e+02]","{'modele': 'partner', 'marque': 'cut', 'annee': '1988', 'caracteristiques_techniques': 'No score reduce resource born brother movie degree.'}",Rolls-Roysce Phantom EWB `Year of The Dragon` (Deep Garnet) (Diecast Car),"663,97 ","(487,95 $ US)",LiveCarModel.com,"Livraison à 190,49 $",1
76240ebf-291e-4d32-adec-202486ecdea3,"[ 1.28393946e-03  9.29181360e+02  8.68546360e-01  3.53406368e+03
  3.41807809e-01  2.59772073e+02  1.32070733e+04  8.25986479e+00
  1.20477229e+01  3.96024130e-04  4.44003311e+00 -3.51151222e-01
  9.96421877e-01  1.26067162e-05  2.26747285e+04  9.42253906e+04
  9.14881055e+03  2.08744663e-04  3.43996658e+01  1.70659637e+01
  1.63769600e+06  2.18648720e+00  6.91498438e+04  2.49006367e+00
  1.58129000e+05  4.99996853e+00  6.29996033e+02  7.14791623e-04
  8.39835173e+02  9.03067953e-01  4.33244373e+03  3.10312682e-01
  1.79165122e+02  1.64899397e+04  8.48097261e+00  1.23819645e+01
  3.48275257e-04  4.53679662e+00 -3.50520203e-01  9.96803927e-01
  1.85033477e-05  2.36541426e+04  4.90129727e+04  9.16476855e+03
  3.01066961e-04  4.05835609e+01  1.68118954e+01  2.84086675e+06
  3.99603057e+00  1.30430445e+05  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  1.17493888e-03  9.43700538e+02
  8.79326707e-01  3.90994635e+03  3.30838416e-01  2.47507732e+02
  1.46960849e+04  8.26633853e+00  1.20671038e+01  3.81946687e-04
  4.46064007e+00 -3.45424814e-01  9.96081495e-01  1.32850510e-05
  2.26014023e+04  8.28782656e+04  9.08469336e+03  2.19632784e-04
  3.48953133e+01  1.70288048e+01  2.49059175e+06  3.41196012e+00
  1.09629695e+05  2.49014187e+00  1.60654000e+05  4.99996901e+00
  6.34996033e+02  1.04324309e-03  9.55562579e+02  8.56962811e-01
  3.33985239e+03  3.22893286e-01  3.14532787e+02  1.24038470e+04
  8.34240896e+00  1.22266320e+01  3.65718184e-04  4.49126895e+00
 -3.42805934e-01  9.96092545e-01  1.05335284e-05  2.18891309e+04
  1.48493734e+05  9.02400293e+03  1.64290264e-04  3.11834602e+01
  1.71136856e+01  1.88631488e+06  2.60543227e+00  8.50413047e+04
  2.49021912e+00  1.63199000e+05  4.99996948e+00  6.39996094e+02]","{'modele': 'event', 'marque': 'school', 'annee': '1983', 'caracteristiques_techniques': 'Also tax network personal serve mother dream.'}",Pocher 1/8 K72 Rolls Royce Sedanca Model Kit + Supplemental,"1 019,19 ","(749,00 $ US)",eBay - pjekoo,Livraison gratuite,1
07168598-6f0e-405d-8585-8c6bece22797,"[ 6.49879411e-03  2.26613986e+02  9.77201857e-01  4.96899556e+03
  6.02696709e-01  3.24260359e+02  1.96493682e+04  7.93271083e+00
  1.01385926e+01  1.10578565e-03  3.05970203e+00 -5.68025904e-01
  9.99823662e-01  1.01422856e-05  2.19894043e+04  1.33518266e+05
  9.08811328e+03  1.72711472e-04  3.08848495e+01  1.70599976e+01
  1.51864488e+06  2.06601930e+00  6.74348750e+04  2.49021912e+00
  1.63199000e+05  4.99996948e+00  6.39996094e+02  7.81509834e-03
  2.22908341e+02  9.75325255e-01  4.51599095e+03  5.86149385e-01
  3.05067100e+02  1.78410554e+04  7.79064030e+00  1.01006419e+01
  1.04876623e-03  3.11811427e+00 -5.46579474e-01  9.99722026e-01
  1.07804362e-05  2.21698145e+04  1.29973414e+05  9.10534375e+03
  1.75907131e-04  3.17877922e+01  1.70532742e+01  1.70315400e+06
  2.32095885e+00  7.57561016e+04  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  5.58501595e-03  2.26979211e+02
  9.76973590e-01  4.92767713e+03  5.95627284e-01  3.23151605e+02
  1.94837293e+04  7.98314724e+00  1.02445677e+01  1.07570605e-03
  3.08405263e+00 -5.63677636e-01  9.99822362e-01  1.01770611e-05
  2.19930801e+04  1.31571609e+05  9.08682812e+03  1.72303451e-04
  3.09271641e+01  1.70605717e+01  1.55866175e+06  2.12118578e+00
  6.92355078e+04  2.49021912e+00  1.63199000e+05  4.99996948e+00
  6.39996094e+02  6.22511444e-03  2.28058439e+02  9.78275363e-01
  5.24776223e+03  5.95900425e-01  3.34191502e+02  2.07629905e+04
  7.94743678e+00  1.01688067e+01  1.08294043e-03  3.08926711e+00
 -5.66147088e-01  9.99820764e-01  9.84090093e-06  2.18799980e+04
  1.33673203e+05  9.07193555e+03  1.69648934e-04  3.04221153e+01
  1.70610714e+01  1.52169988e+06  2.07020235e+00  6.75714062e+04
  2.49021912e+00  1.63199000e+05  4.99996948e+00  6.39996094e+02]","{'modele': 'water', 'marque': 'rate', 'annee': '1988', 'caracteristiques_techniques': 'Would energy natural past detail.'}","1/18 Kyosho Rolls Royce Ghost , Diamond Black , , 08801bk","700,00 ",n\a,eBay - blacksheepandson,"Livraison à 40,06 $",1
9367e012-472e-4543-902b-cdea65cb686f,"[ 1.78095903e-02  5.74341689e+02  9.65467166e-01  8.31474121e+03
  6.47314682e-01  3.60761022e+02  3.26846231e+04  7.13733135e+00
  9.17800329e+00  1.37275101e-03  3.07111827e+00 -5.64276964e-01
  9.99607020e-01  6.88272712e-06  2.82749590e+04  9.44352109e+04
  1.16468789e+04  1.18582444e-04  3.33475113e+01  1.73907452e+01
  5.08220600e+06  3.98247242e+00  1.29987898e+05  2.49021912e+00
  1.63199000e+05  4.99996948e+00  6.39996094e+02  1.77752042e-02
  5.76895368e+02  9.65549927e-01  8.37173309e+03  6.39891327e-01
  3.59223518e+02  3.29100370e+04  7.09416629e+00  9.15125177e+00
  1.34901002e-03  3.10627443e+00 -5.57515725e-01  9.99546385e-01
  6.91229752e-06  2.80021680e+04  9.06538828e+04  1.15460342e+04
  1.23399033e-04  3.31215630e+01  1.73847370e+01  7.09089950e+06
  5.60641718e+00  1.82993453e+05  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  1.75717301e-02  5.76343567e+02
  9.65329408e-01  8.31056653e+03  6.41914258e-01  3.62286607e+02
  3.26659225e+04  7.14248064e+00  9.22444488e+00  1.34154088e-03
  3.09771937e+00 -5.57581379e-01  9.99571902e-01  6.85379928e-06
  2.82322715e+04  9.40839141e+04  1.16357471e+04  1.15929288e-04
  3.32535858e+01  1.73930893e+01  5.25639550e+06  4.12191391e+00
  1.34539266e+05  2.49021912e+00  1.63199000e+05  4.99996948e+00
  6.39996094e+02  1.49387601e-02  5.74431958e+02  9.66023472e-01
  8.45221463e+03  6.37860178e-01  3.57967843e+02  3.32344266e+04
  7.18422403e+00  9.26990629e+00  1.32979295e-03  3.11604299e+00
 -5.58464376e-01  9.99591911e-01  6.93627589e-06  2.82046484e+04
  9.23617109e+04  1.16145752e+04  1.22897705e-04  3.33692856e+01
  1.73835011e+01  5.78991450e+06  4.55168343e+00  1.48566938e+05
  2.49021912e+00  1.63199000e+05  4.99996948e+00  6.39996094e+02]","{'modele': 'rich', 'marque': 'those', 'annee': '1971', 'caracteristiques_techniques': 'Stay help when.'}",GFCC 1:64 Rolls Royce Silver Spur III Car Model,"38,18 ",n\a,AliExpress.com,Livraison gratuite,0
4192142d-5298-4ba8-8b19-3e32f2eec189,"[ 6.14432745e-03  4.60828512e+02  9.65030028e-01  6.58861935e+03
  5.26277180e-01  2.61800445e+02  2.58936489e+04  8.03436466e+00
  1.07725397e+01  8.60432012e-04  3.69221139e+00 -4.95368371e-01
  9.99523288e-01  1.35538403e-05  2.08852656e+04  4.24246953e+04
  8.48418652e+03  2.09102815e-04  3.27636185e+01  1.67645683e+01
  2.10862050e+06  3.37256551e+00  1.10080531e+05  2.49021912e+00
  1.63199000e+05  4.99996948e+00  6.39996094e+02  6.30698970e-03
  4.67984960e+02  9.64614410e-01  6.61233973e+03  5.10971949e-01
  2.52332004e+02  2.59813739e+04  7.96977340e+00  1.08255203e+01
  8.17571978e-04  3.78552710e+00 -4.80631000e-01  9.99392384e-01
  1.40619131e-05  2.07275723e+04  3.88267148e+04  8.40246777e+03
  2.15494671e-04  3.29780045e+01  1.67345791e+01  2.99496250e+06
  4.84743309e+00  1.58220219e+05  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  6.20230227e-03  4.66152391e+02
  9.64863715e-01  6.63318973e+03  5.19572402e-01  2.62026344e+02
  2.60666065e+04  8.03104328e+00  1.08592323e+01  8.33895822e-04
  3.72102339e+00 -4.90276386e-01  9.99504030e-01  1.35422288e-05
  2.08351797e+04  4.17488008e+04  8.46745410e+03  2.09205566e-04
  3.26866684e+01  1.67627087e+01  2.26446200e+06  3.62879181e+00
  1.18443758e+05  2.49021912e+00  1.63199000e+05  4.99996948e+00
  6.39996094e+02  5.89770758e-03  4.57751703e+02  9.65713732e-01
  6.67511021e+03  5.18744316e-01  2.65141187e+02  2.62426891e+04
  8.05960740e+00  1.08458107e+01  8.37291409e-04  3.72530176e+00
 -4.93501901e-01  9.99530251e-01  1.33830581e-05  2.07501543e+04
  4.21779375e+04  8.44662793e+03  2.05188029e-04  3.24369621e+01
  1.67662144e+01  2.41967200e+06  3.88433433e+00  1.26784672e+05
  2.49021912e+00  1.63199000e+05  4.99996948e+00  6.39996094e+02]","{'modele': 'light', 'marque': 'by', 'annee': '1997', 'caracteristiques_techniques': 'So certainly blood.'}",1/18 VMB Rolls-Royce RR Mansory Phantom VIII Phantom 8 Bape Graphic Edition Resin ...,"1 020,49 ","(749,95 $ US)",LiveCarModel.com,"Livraison à 190,49 $",1
6ea8ceeb-7e37-48ca-aa53-d62398e14865,"[ 1.11276570e-02  3.05595784e+02  9.78381100e-01  7.06744109e+03
  5.53453316e-01  2.85551291e+02  2.79641686e+04  7.66371140e+00
  1.01326188e+01  9.52794772e-04  3.52896234e+00 -5.18338314e-01
  9.99553214e-01  1.15128414e-05  2.23147305e+04  6.38586602e+04
  9.10525488e+03  1.92443244e-04  3.27223663e+01  1.69245548e+01
  2.08960938e+06  2.85869241e+00  9.33077188e+04  2.49021912e+00
  1.63199000e+05  4.99996948e+00  6.39996094e+02  1.09904185e-02
  3.05075582e+02  9.76019853e-01  6.36067404e+03  5.46126775e-01
  2.86180669e+02  2.51376206e+04  7.68052200e+00  1.02134164e+01
  9.30591413e-04  3.55979938e+00 -5.13063245e-01  9.99533452e-01
  1.14885725e-05  2.24246875e+04  6.99223438e+04  9.14526465e+03
  1.92705105e-04  3.28355904e+01  1.69637547e+01  1.62426512e+06
  2.21208024e+00  7.22022969e+04  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  1.08159272e-02  3.06232796e+02
  9.77962794e-01  6.94774818e+03  5.48084904e-01  2.88810005e+02
  2.74847599e+04  7.69588163e+00  1.02216272e+01  9.30623013e-04
  3.55181555e+00 -5.15552931e-01  9.99556608e-01  1.13834794e-05
  2.22192383e+04  6.79492734e+04  9.08068164e+03  1.83688826e-04
  3.24718742e+01  1.69362049e+01  2.30858700e+06  3.16469693e+00
  1.03295711e+05  2.49021912e+00  1.63199000e+05  4.99996948e+00
  6.39996094e+02  1.13876940e-02  3.06780795e+02  9.79952239e-01
  7.65084794e+03  5.51181694e-01  2.78735774e+02  3.02966110e+04
  7.61077542e+00  1.00391937e+01  9.44978734e-04  3.53758966e+00
 -5.16484413e-01  9.99505864e-01  1.17927821e-05  2.18939551e+04
  5.62408750e+04  8.93980957e+03  1.95075627e-04  3.24698639e+01
  1.68745155e+01  4.10603900e+06  5.64001894e+00  1.81219453e+05
  2.49014187e+00  1.60654000e+05  4.99996901e+00  6.34996033e+02]","{'modele': 'quality', 'marque': 'half', 'annee': '2010', 'caracteristiques_techniques': 'Determine attack above building about see walk only.'}",1/43 Ab Models Rolls Royce Dawn Convertible Novitec Green / White Lmtd,"272,08 ","(199,95 $ US)",eBay - autex,"Livraison à 65,32 $",0
65be9b0f-9800-44b1-ae47-f4e755832e1b,"[ 1.78521951e-03  3.86652695e+02  9.69315293e-01  6.29971328e+03
  3.65884153e-01  2.93304207e+02  2.48122004e+04  8.43239861e+00
  1.19246759e+01  4.39736924e-04  4.23462082e+00 -4.05253485e-01
  9.98554042e-01  1.29580740e-05  1.92553516e+04  6.31970703e+04
  7.94567188e+03  1.94318796e-04  3.00826073e+01  1.67467346e+01
  1.48168312e+06  2.70271516e+00  8.82166172e+04  2.49021912e+00
  1.63199000e+05  4.99996948e+00  6.39996094e+02  2.48596107e-03
  3.92356318e+02  9.68227833e-01  6.17393816e+03  3.50468917e-01
  2.92431826e+02  2.43033963e+04  8.53029798e+00  1.21206526e+01
  4.16194157e-04  4.29398812e+00 -4.03567606e-01  9.98641341e-01
  1.29982918e-05  1.93261543e+04  6.74668359e+04  7.96857715e+03
  1.89737941e-04  3.02105312e+01  1.67718277e+01  1.26708712e+06
  2.30505538e+00  7.52370078e+04  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  1.75086196e-03  3.86021023e+02
  9.68971607e-01  6.21975864e+03  3.61723362e-01  2.91766274e+02
  2.44930135e+04  8.42788095e+00  1.19350161e+01  4.32795543e-04
  4.23522592e+00 -4.01237195e-01  9.98453290e-01  1.30261842e-05
  1.91736836e+04  6.37779297e+04  7.91331055e+03  1.94490887e-04
  3.00293446e+01  1.67460804e+01  1.82571738e+06  3.34492564e+00
  1.09178375e+05  2.49021912e+00  1.63199000e+05  4.99996948e+00
  6.39996094e+02  2.39168324e-03  3.87645029e+02  9.71108520e-01
  6.70786505e+03  3.59908994e-01  2.96584738e+02  2.64438152e+04
  8.35146727e+00  1.17990292e+01  4.31987118e-04  4.25481195e+00
 -4.03090709e-01  9.98396275e-01  1.28144957e-05  1.88516426e+04
  6.20530742e+04  7.81015479e+03  1.89520259e-04  2.94247684e+01
  1.67279987e+01  2.80247400e+06  5.19720030e+00  1.69636609e+05
  2.49021912e+00  1.63199000e+05  4.99996948e+00  6.39996094e+02]","{'modele': 'face', 'marque': 'despite', 'annee': '2003', 'caracteristiques_techniques': 'Serve number you control develop sea.'}",1/64 DCM Rolls-Royce RR Cullinan (Black) Fully Open Diecast Car Model Limited,"101,99 ","(74,95 $ US)",LiveCarModel.com,"Livraison à 190,49 $",0
dd2f3199-2ffb-47c2-afd6-b9595dbee87d,"[ 4.83769982e-02  2.54742218e+02  9.85233026e-01  8.62363389e+03
  6.93326937e-01  3.61604342e+02  3.42397934e+04  6.42525985e+00
  8.10000830e+00  1.60298959e-03  2.63134517e+00 -5.92371580e-01
  9.99387883e-01  1.26991035e-05  1.54534834e+04  4.48291367e+04
  6.58967578e+03  1.60521959e-04  2.47279186e+01  1.65050449e+01
  8.02734500e+05  2.13236976e+00  6.96005469e+04  2.49021912e+00
  1.63199000e+05  4.99996948e+00  6.39996094e+02  5.48061777e-02
  2.54095353e+02  9.84946264e-01  8.43788645e+03  6.82986025e-01
  3.70807924e+02  3.34974504e+04  6.33864063e+00  8.10768131e+00
  1.55417357e-03  2.67509618e+00 -5.74586499e-01  9.99182271e-01
  1.23847949e-05  1.54037881e+04  4.72772578e+04  6.58456006e+03
  1.31649998e-04  2.44373970e+01  1.65282345e+01  7.54702125e+05
  2.00334907e+00  6.53893125e+04  2.49021912e+00  1.63199000e+05
  4.99996948e+00  6.39996094e+02  4.56949040e-02  2.54800528e+02
  9.85239555e-01  8.62943772e+03  6.88660164e-01  3.60120077e+02
  3.42629504e+04  6.47663460e+00  8.21722638e+00  1.57608174e-03
  2.65360400e+00 -5.89078665e-01  9.99410580e-01  1.27513213e-05
  1.54502998e+04  4.44715039e+04  6.58634717e+03  1.64861878e-04
  2.47601452e+01  1.65021553e+01  8.52818812e+05  2.26711082e+00
  7.39985000e+04  2.49021912e+00  1.63199000e+05  4.99996948e+00
  6.39996094e+02  4.41466973e-02  2.55035437e+02  9.85332492e-01
  8.69208585e+03  6.90099107e-01  3.60834596e+02  3.45133080e+04
  6.51602847e+00  8.21686439e+00  1.59095941e-03  2.64372158e+00
 -5.94362325e-01  9.99459674e-01  1.27260155e-05  1.54223154e+04
  4.48291367e+04  6.57712305e+03  1.60015232e-04  2.47038422e+01
  1.65002708e+01  9.39225812e+05  2.50001931e+00  8.16006250e+04
  2.49021912e+00  1.63199000e+05  4.99996948e+00  6.39996094e+02]","{'modele': 'some', 'marque': 'camera', 'annee': '1989', 'caracteristiques_techniques': 'Red size analysis oil.'}",1/64 DCM Rolls-Royce Cullinan (Black) Diecast Car Model,"81,58 ","(59,95 $ US)",LiveCarModel.com,"Livraison à 190,49 $",1
